Channel Name,Order Count,TP,Avg TP,CP,Avg CP,Cont,Avg.Cont,Total CC,Avg CC,Date
Tamil TV,19,11290,594,10881,573,-409,-22,2563,135,2020-11-14
vaigai tv,10,9240,924,14990,1499,5750,575,2290,229,2020-11-14
Our Website,4,3562,891,5496,1374,1934,483,596,149,2020-11-14
Total,1818,1490840,820,2305082,1268,814242,448,399387,220,2020-11-14
music zone TAMIL,1107,892771,806,1372193,1240,479423,433,232844,210,2020-11-15
K tv,276,363251,1316,550724,1995,187473,679,74077,268,2020-11-15
Murasu TV,209,143615,687,245791,1176,102176,489,47698,228,2020-11-15
Raj Digital Plus,101,63125,625,100899,999,37774,374,21600,214,2020-11-15
Puthu Yugam TV,57,52264,917,84743,1487,32479,570,12845,225,2020-11-15
Thamizh Vision TV,37,19349,523,34763,940,15414,417,7366,199,2020-11-15
Tamil TV,23,13800,600,22977,999,9177,399,5328,232,2020-11-15
vaigai tv,21,13125,625,20979,999,7854,374,5030,240,2020-11-15
Our Website,7,4630,661,7793,1113,3163,452,1093,156,2020-11-15
Total,1838,1565930,852,2440862,1328,874932,476,407881,222,2020-11-15
music zone TAMIL,1078,941173,873,1409522,1308,468350,434,233311,216,2020-11-16
K tv,289,556192,1925,760811,2633,204619,708,72413,251,2020-11-16
Murasu TV,189,170818,904,271311,1436,100493,532,43615,231,2020-11-16
Thamizh Vision TV,35,25280,722,22665,648,-2615,-75,4567,130,2020-11-16
vaigai tv,33,19605,594,32967,999,13362,405,7268,220,2020-11-16
kalaignar,30,27720,924,44970,1499,17250,575,7420,247,2020-11-16
Tamil TV,23,14900,648,19977,869,5077,221,3978,173,2020-11-16
Our Website,17,13670,804,22183,1305,8513,501,2533,149,2020-11-16
Raj Digital Plus,14,7280,520,13986,999,6706,479,2736,195,2020-11-16
Total,1708,1776638,1040,2598392,1521,821754,481,377841,221,2020-11-16
music zone TAMIL,1071,1011123,944,1497829,1399,486706,454,229804,215,2020-11-17
K tv,363,302815,834,489637,1349,186822,515,86947,240,2020-11-17
Murasu TV,215,199472,928,316285,1471,116813,543,49890,232,2020-11-17
Raj Digital Plus,42,26250,625,41958,999,15708,374,10059,240,2020-11-17
Thamizh Vision TV,28,89600,3200,111972,3999,22372,799,7522,269,2020-11-17
kalaignar,23,30471,1325,44977,1956,14506,631,6127,266,2020-11-17
vaigai tv,17,15384,905,24983,1470,9599,565,3684,217,2020-11-17
Our Website,10,9494,949,14490,1449,4996,500,1490,149,2020-11-17
Tamil TV,10,6597,660,10590,1059,3993,399,2090,209,2020-11-17
RTO - Reorder,3,2744,915,3997,1332,1253,418,697,232,2020-11-17
Total,1782,1693950,951,2556718,1435,862768,484,398310,224,2020-11-17
music zone TAMIL,927,812474,876,1222873,1319,410400,443,201701,218,2020-11-18
Murasu TV,206,212658,1032,313194,1520,100537,488,47896,233,2020-11-18
K tv,182,239471,1316,362818,1994,123347,678,47368,260,2020-11-18
Thamizh Vision TV,92,76145,828,87308,949,11163,121,17765,193,2020-11-18
kalaignar,48,26460,551,47952,999,21492,448,11204,233,2020-11-18
vaigai tv,24,15000,625,23976,999,8976,374,5576,232,2020-11-18
Raj Digital Plus,17,15708,924,25483,1499,9775,575,3834,226,2020-11-18
Our Website,15,12369,825,19585,1306,7216,481,2235,149,2020-11-18
Tamil TV,10,4440,444,9990,999,5550,555,2241,224,2020-11-18
RTO - Reorder,4,4382,1096,6196,1549,1814,454,796,199,2020-11-18
Total,1525,1419107,931,2119375,1390,700268,459,340616,223,2020-11-18
music zone TAMIL,911,788157,865,1186789,1303,398632,438,192328,211,2020-11-19
K tv,266,483582,1818,668534,2513,184952,695,64890,244,2020-11-19
Murasu TV,194,141075,727,227406,1172,86331,445,41063,212,2020-11-19
vaigai tv,31,18415,594,30969,999,12554,405,7269,234,2020-11-19
Thamizh Vision TV,29,50193,1731,62571,2158,12378,427,6972,240,2020-11-19
kalaignar,24,44485,1854,66376,2766,21891,912,6226,259,2020-11-19
Our Website,14,12602,900,19486,1392,6884,492,1937,138,2020-11-19
Tamil TV,11,14960,1360,21989,1999,7029,639,2989,272,2020-11-19
Raj Digital Plus,7,4200,600,6993,999,2793,399,1693,242,2020-11-19
Total,1487,1557669,1048,2291113,1541,733444,493,325367,219,2020-11-19
music zone TAMIL,818,698684,854,1070382,1309,371698,454,179017,219,2020-11-20
K tv,302,271615,899,431698,1429,160083,530,73159,242,2020-11-20
Murasu TV,164,111298,679,190836,1164,79538,485,39037,238,2020-11-20
Raj Digital Plus,30,18900,630,29970,999,11070,369,6421,214,2020-11-20
Thamizh Vision TV,27,13236,490,26973,999,13737,509,5974,221,2020-11-20
kalaignar,26,24024,924,38974,1499,14950,575,6574,253,2020-11-20
vaigai tv,16,9600,600,15984,999,6384,399,3186,199,2020-11-20
Tamil TV,13,7166,551,12987,999,5821,448,3087,237,2020-11-20
Our Website,3,3066,1022,4497,1499,1431,477,447,149,2020-11-20
RTO - Reorder,1,551,551,999,999,448,448,199,199,2020-11-20
Total,1400,1158140,827,1823300,1302,665160,475,317101,227,2020-11-20
music zone TAMIL,918,797875,869,1191782,1298,393907,429,191427,209,2020-11-21
Murasu TV,185,168428,910,256015,1384,87588,473,40273,218,2020-11-21
K tv,118,55010,466,118882,1007,63872,541,26736,227,2020-11-21
Thamizh Vision TV,41,21738,530,33159,809,11421,279,7610,186,2020-11-21
vaigai tv,26,16250,625,25974,999,9724,374,5325,205,2020-11-21
Raj Digital Plus,26,15449,594,25974,999,10525,405,5325,205,2020-11-21
Tamil TV,24,15600,650,19176,799,3576,149,4028,168,2020-11-21
kalaignar,16,20820,1301,31984,1999,11164,698,4634,290,2020-11-21
Our Website,9,6599,733,10091,1121,3492,388,1341,149,2020-11-21
Total,1363,1117769,820,1713037,1257,595268,437,286699,210,2020-11-21
music zone TAMIL,968,873825,903,1310532,1354,436707,451,209826,217,2020-11-22
Murasu TV,188,133237,709,237212,1262,103975,553,43517,231,2020-11-22
K tv,161,148764,924,241339,1499,92575,575,40091,249,2020-11-22
Thamizh Vision TV,59,69358,1176,82941,1406,13583,230,14142,240,2020-11-22
kalaignar,53,29216,551,52947,999,23731,448,11848,224,2020-11-22
Raj Digital Plus,48,29280,610,47952,999,18672,389,10852,226,2020-11-22
vaigai tv,38,22365,589,37962,999,15597,410,8764,231,2020-11-22
Puthu Yugam TV,35,32041,915,51965,1485,19924,569,7816,223,2020-11-22
Tamil TV,22,29920,1360,43978,1999,14058,639,5428,247,2020-11-22
Our Website,9,7268,808,11491,1277,4223,469,1341,149,2020-11-22
RTO - Reorder,2,3788,1894,4998,2499,1210,605,498,249,2020-11-22
Total,1583,1379062,871,2123317,1341,744255,470,354123,224,2020-11-22
music zone TAMIL,721,620443,861,968279,1343,347836,482,151967,211,2020-11-23
K tv,296,226916,767,378704,1279,151788,513,69215,234,2020-11-23
Murasu TV,186,132748,714,214814,1155,82067,441,40321,217,2020-11-23
Raj Digital Plus,34,21250,625,33966,999,12716,374,7568,223,2020-11-23
kalaignar,30,13320,444,29970,999,16650,555,6671,222,2020-11-23
Thamizh Vision TV,26,13858,533,20974,807,7116,274,5174,199,2020-11-23
Our Website,14,8029,574,14986,1070,6957,497,2086,149,2020-11-23
vaigai tv,12,11088,924,17988,1499,6900,575,2489,207,2020-11-23
Tamil TV,10,6100,610,8390,839,2290,229,1690,169,2020-11-23
Total,1329,1053752,793,1688071,1270,634319,477,287181,216,2020-11-23
music zone TAMIL,863,676817,784,1077337,1248,400520,464,189859,220,2020-11-24
K tv,229,451896,1973,615371,2687,163475,714,58475,255,2020-11-24
Murasu TV,164,181480,1107,261836,1597,80356,490,37895,231,2020-11-24
Thamizh Vision TV,27,16040,594,26573,984,10533,390,5774,214,2020-11-24
Raj Digital Plus,26,16380,630,25974,999,9594,369,4875,188,2020-11-24
kalaignar,26,35360,1360,51974,1999,16614,639,7024,270,2020-11-24
vaigai tv,17,7548,444,16983,999,9435,555,3983,234,2020-11-24
Tamil TV,12,6240,520,9588,799,3348,279,2589,216,2020-11-24
Our Website,9,7357,817,10991,1221,3634,404,1391,155,2020-11-24
Total,1373,1399118,1019,2096627,1527,697509,508,311865,227,2020-11-24
music zone TAMIL,829,689893,832,1100371,1327,410478,495,182059,220,2020-11-25
K tv,281,274084,975,441719,1572,167635,597,68874,245,2020-11-25
Murasu TV,157,200294,1276,283643,1807,83350,531,38297,244,2020-11-25
kalaignar,52,32500,625,51948,999,19448,374,11700,225,2020-11-25
Raj Digital Plus,42,18862,449,41958,999,23096,550,9060,216,2020-11-25
vaigai tv,35,21875,625,34965,999,13090,374,7519,215,2020-11-25
Thamizh Vision TV,31,93000,3000,111569,3599,18569,599,7619,246,2020-11-25
Our Website,14,12798,914,19586,1399,6788,485,2086,149,2020-11-25
Total,1441,1343306,932,2085759,1447,742453,515,327214,227,2020-11-25
music zone TAMIL,733,673569,919,1018367,1389,344799,470,154849,211,2020-11-26
K tv,206,393102,1908,538894,2616,145792,708,50848,247,2020-11-26
Murasu TV,179,157446,880,235821,1317,78375,438,41225,230,2020-11-26
Raj Digital Plus,41,25010,610,40959,999,15949,389,8409,205,2020-11-26
Thamizh Vision TV,20,12880,644,18780,939,5900,295,4380,219,2020-11-26
vaigai tv,15,8812,587,14985,999,6173,412,3235,216,2020-11-26
kalaignar,10,34000,3400,42990,4299,8990,899,2491,249,2020-11-26
Our Website,10,5673,567,10190,1019,4518,452,1540,154,2020-11-26
YOUTUBE,1,1360,1360,1999,1999,639,639,299,299,2020-11-26
Total,1215,1311852,1080,1922985,1583,611133,503,267276,220,2020-11-26
music zone TAMIL,754,573272,760,926646,1229,353374,469,154588,205,2020-11-27
K tv,252,208228,826,342348,1359,134120,532,60500,240,2020-11-27
Murasu TV,139,103222,743,170161,1224,66939,482,30064,216,2020-11-27
Raj Digital Plus,44,27500,625,43956,999,16456,374,10307,234,2020-11-27
Thamizh Vision TV,32,96000,3000,115368,3605,19368,605,8319,260,2020-11-27
kalaignar,28,25872,924,41972,1499,16100,575,6972,249,2020-11-27
vaigai tv,17,9371,551,16983,999,7612,448,3733,220,2020-11-27
Our Website,7,5438,777,8493,1213,3055,436,894,128,2020-11-27
RTO - Reorder,1,952,952,1499,1499,547,547,99,99,2020-11-27
Total,1274,1049855,824,1667426,1309,617571,485,275476,216,2020-11-27
25,26,27,28,29,30,31,2020-11-28
1,2,3,4,5,6,7,2020-11-28
8,9,10,11,12,13,14,2020-11-28
15,16,17,18,19,20,21,2020-11-28
22,23,24,25,26,27,28,2020-11-28
29,30,1,2,3,4,5,2020-11-28
music zone TAMIL,787,655615,833,1061013,1348,405399,515,164248,209,2020-11-29
K tv,285,480826,1687,673615,2364,192789,676,69021,242,2020-11-29
Murasu TV,275,252654,919,388525,1413,135871,494,62536,227,2020-11-29
Puthu Yugam TV,97,60625,625,96903,999,36278,374,21253,219,2020-11-29
Raj Digital Plus,48,30240,630,47952,999,17712,369,10204,213,2020-11-29
kalaignar,41,22601,551,40959,999,18358,448,8861,216,2020-11-29
Thamizh Vision TV,35,25128,718,34965,999,9837,281,7366,210,2020-11-29
vaigai tv,35,22050,630,34965,999,12915,369,5621,161,2020-11-29
Our Website,7,5989,856,8993,1285,3004,429,1043,149,2020-11-29
RTO - Reorder,1,2900,2900,3799,3799,899,899,299,299,2020-11-29
Total,1611,1558628,967,2391689,1485,833061,517,350452,218,2020-11-29
music zone TAMIL,790,589375,746,945010,1196,355635,450,163952,208,2020-11-30
K tv,264,211543,801,349736,1325,138194,523,61043,231,2020-11-30
Murasu TV,219,182288,832,300281,1371,117993,539,48940,223,2020-11-30
kalaignar,63,39375,625,62937,999,23562,374,14838,236,2020-11-30
Thamizh Vision TV,41,23800,580,35559,867,11759,287,7414,181,2020-11-30
vaigai tv,30,15600,520,23970,799,8370,279,5471,182,2020-11-30
Raj Digital Plus,19,8452,445,18981,999,10529,554,3783,199,2020-11-30
Our Website,15,12460,831,19485,1299,7025,468,2235,149,2020-11-30
Total,1441,1082893,751,1755959,1219,673066,467,307676,214,2020-11-30
music zone TAMIL,802,635389,792,1017198,1268,381809,476,167198,208,2020-12-01
K tv,354,268556,759,461146,1303,192590,544,82006,232,2020-12-01
Murasu TV,287,187596,654,313813,1093,126217,440,61271,213,2020-12-01
Thamizh Vision TV,35,99920,2855,120265,3436,20345,581,8265,236,2020-12-01
vaigai tv,30,18900,630,29970,999,11070,369,6172,206,2020-12-01
Raj Digital Plus,29,17690,610,28971,999,11281,389,6122,211,2020-12-01
kalaignar,21,26830,1278,40979,1951,14149,674,5479,261,2020-12-01
Our Website,17,10597,623,18983,1117,8387,493,2235,131,2020-12-01
Total,1575,1265478,803,2031325,1290,765847,486,338748,215,2020-12-01
music zone TAMIL,859,825241,961,1223541,1424,398300,464,192475,224,2020-12-02
K tv,395,286330,725,486605,1232,200275,507,91614,232,2020-12-02
Murasu TV,254,195024,768,327046,1288,132023,520,57701,227,2020-12-02
Thamizh Vision TV,53,35124,663,52947,999,17823,336,12298,232,2020-12-02
Raj Digital Plus,36,22500,625,35964,999,13464,374,8515,237,2020-12-02
kalaignar,30,56250,1875,83970,2799,27720,924,8071,269,2020-12-02
Our Website,16,10470,654,18484,1155,8014,501,2384,149,2020-12-02
vaigai tv,13,7735,595,12987,999,5252,404,2489,191,2020-12-02
Total,1656,1438674,869,2241544,1354,802870,485,375547,227,2020-12-02
music zone TAMIL,1044,1024604,981,1523956,1460,499352,478,233699,224,2020-12-03
Murasu TV,396,255129,644,418904,1058,163775,414,86873,219,2020-12-03
K tv,316,428125,1355,629684,1993,201559,638,84187,266,2020-12-03
Thamizh Vision TV,50,27840,557,44550,891,16710,334,9952,199,2020-12-03
kalaignar,48,26460,551,47952,999,21492,448,12003,250,2020-12-03
Raj Digital Plus,38,23940,630,37962,999,14022,369,7264,191,2020-12-03
vaigai tv,21,10920,520,16779,799,5859,279,4079,194,2020-12-03
Tamil TV,17,23120,1360,33983,1999,10863,639,4533,267,2020-12-03
Our Website,6,5309,885,7794,1299,2485,414,894,149,2020-12-03
Total,1936,1825447,943,2761564,1426,936117,484,443484,229,2020-12-03
music zone TAMIL,1041,953082,916,1439259,1383,486178,467,222954,214,2020-12-04
K tv,324,239336,739,402676,1243,163340,504,77432,239,2020-12-04
Murasu TV,322,236886,736,395478,1228,158592,493,71940,223,2020-12-04
Raj Digital Plus,51,31875,625,50949,999,19074,374,10801,212,2020-12-04
Thamizh Vision TV,48,24960,520,38352,799,13392,279,8154,170,2020-12-04
kalaignar,40,54400,1360,79960,1999,25560,639,10661,267,2020-12-04
vaigai tv,39,23790,610,38961,999,15171,389,9262,237,2020-12-04
Our Website,18,11896,661,20082,1116,8186,455,2682,149,2020-12-04
Tamil TV,12,11088,924,17988,1499,6900,575,2888,241,2020-12-04
Total,1895,1587313,838,2483705,1311,896392,473,416774,220,2020-12-04
music zone TAMIL,1069,1140439,1067,1638031,1532,497592,465,232882,218,2020-12-05
Murasu TV,379,304436,803,473621,1250,169186,446,84036,222,2020-12-05
kalaignar,59,32524,551,58941,999,26417,448,13842,235,2020-12-05
Tamil TV,33,21450,650,26367,799,4917,149,4672,142,2020-12-05
Raj Digital Plus,32,18997,594,31968,999,12971,405,7370,230,2020-12-05
vaigai tv,28,17640,630,27972,999,10332,369,5724,204,2020-12-05
Thamizh Vision TV,26,76025,2924,91374,3514,15349,590,6825,263,2020-12-05
Our Website,10,9104,910,13490,1349,4387,439,1490,149,2020-12-05
K tv,8,32800,4100,47992,5999,15192,1899,1992,249,2020-12-05
Total,1644,1653415,1006,2409756,1466,756341,460,358833,218,2020-12-05
music zone TAMIL,1181,1252833,1061,1777719,1505,524886,444,256809,217,2020-12-06
Murasu TV,387,324027,837,517213,1336,193186,499,82028,212,2020-12-06
K tv,68,339980,5000,399932,5881,59952,882,14939,220,2020-12-06
Raj Digital Plus,54,34020,630,53946,999,19926,369,10847,201,2020-12-06
vaigai tv,50,30500,610,49950,999,19450,389,11650,233,2020-12-06
Thamizh Vision TV,49,42198,861,54151,1105,11953,244,11802,241,2020-12-06
Puthu Yugam TV,47,44744,952,70453,1499,25709,547,10556,225,2020-12-06
kalaignar,38,35112,924,56962,1499,21850,575,9512,250,2020-12-06
Tamil TV,16,18475,1155,24784,1549,6309,394,3585,224,2020-12-06
Our Website,7,7885,1126,11093,1585,3208,458,1043,149,2020-12-06
Total,1897,2129774,1123,3016203,1590,886429,467,412771,218,2020-12-06
music zone TAMIL,885,837337,946,1251615,1414,414278,468,194402,220,2020-12-07
K tv,373,265149,711,452627,1213,187478,503,84891,228,2020-12-07
Murasu TV,304,190482,627,314796,1036,124314,409,65610,216,2020-12-07
vaigai tv,42,21840,520,33558,799,11718,279,8659,206,2020-12-07
Thamizh Vision TV,29,41574,1434,55971,1930,14397,496,6573,227,2020-12-07
Tamil TV,16,14784,924,23984,1499,9200,575,4134,258,2020-12-07
kalaignar,9,11880,1320,17991,1999,6111,679,2391,266,2020-12-07
Our Website,8,4769,596,8492,1062,3724,465,1242,155,2020-12-07
Total,1666,1387815,833,2159034,1296,771219,463,367902,221,2020-12-07
music zone TAMIL,945,905289,958,1356955,1436,451666,478,202054,214,2020-12-08
K tv,337,252804,750,436163,1294,183359,544,75977,225,2020-12-08
Murasu TV,308,256709,833,396692,1288,139983,454,70607,229,2020-12-08
Thamizh Vision TV,33,17721,537,32967,999,15246,462,8267,251,2020-12-08
vaigai tv,28,17500,625,27972,999,10472,374,5425,194,2020-12-08
kalaignar,26,48750,1875,72774,2799,24024,924,7024,270,2020-12-08
Tamil TV,13,17680,1360,25987,1999,8307,639,3337,257,2020-12-08
Our Website,9,7381,820,11491,1277,4110,457,1341,149,2020-12-08
RTO - Reorder,1,551,551,999,999,448,448,199,199,2020-12-08
Total,1700,1524385,897,2362000,1389,837615,493,374231,220,2020-12-08
music zone TAMIL,886,768094,867,1198514,1353,430420,486,190854,215,2020-12-09
Murasu TV,235,196327,835,307265,1308,110938,472,50977,217,2020-12-09
K tv,192,319536,1664,449808,2343,130272,679,42718,222,2020-12-09
kalaignar,67,41875,625,66933,999,25058,374,14886,222,2020-12-09
vaigai tv,31,18910,610,30969,999,12059,389,6621,214,2020-12-09
Thamizh Vision TV,25,17091,684,27575,1103,10484,419,5675,227,2020-12-09
Tamil TV,19,9880,520,15181,799,5301,279,3482,183,2020-12-09
Our Website,6,5118,853,8194,1366,3076,513,745,124,2020-12-09
Total,1461,1376831,942,2104439,1440,727608,498,315958,216,2020-12-09
music zone TAMIL,713,684657,960,1028787,1443,344130,483,156069,219,2020-12-10
Murasu TV,371,238275,642,391829,1056,153554,414,80046,216,2020-12-10
K tv,278,233314,839,376722,1355,143408,516,67977,245,2020-12-10
kalaignar,24,22176,924,35976,1499,13800,575,6027,251,2020-12-10
vaigai tv,22,13860,630,21978,999,8118,369,4480,204,2020-12-10
Thamizh Vision TV,21,10920,520,16779,799,5859,279,3630,173,2020-12-10
Tamil TV,10,6250,625,9990,999,3740,374,2440,244,2020-12-10
Our Website,8,5589,699,9492,1187,3903,488,1192,149,2020-12-10
RTO - Reorder,1,575,575,799,799,224,224,99,99,2020-12-10
Total,1448,1215616,840,1892352,1307,676736,467,321960,222,2020-12-10
music zone TAMIL,893,764252,856,1173007,1314,408755,458,193977,217,2020-12-11
Murasu TV,333,225084,676,387967,1165,162883,489,73977,222,2020-12-11
K tv,261,280388,1074,434739,1666,154351,591,62094,238,2020-12-11
kalaignar,74,40793,551,73926,999,33134,448,16928,229,2020-12-11
vaigai tv,28,14998,536,27972,999,12974,463,6324,226,2020-12-11
Thamizh Vision TV,19,47346,2492,57581,3031,10235,539,5031,265,2020-12-11
Tamil TV,12,10684,890,17288,1441,6604,550,3038,253,2020-12-11
Our Website,10,9306,931,15011,1501,5705,570,1490,149,2020-12-11
Total,1630,1392851,855,2187491,1342,794640,488,362859,223,2020-12-11
music zone TAMIL,836,819304,980,1220864,1460,401560,480,177153,212,2020-12-12
K tv,386,281019,728,477114,1236,196095,508,86625,224,2020-12-12
Murasu TV,335,265899,794,417265,1246,151367,452,74974,224,2020-12-12
7s Music,134,110176,822,165866,1238,55691,416,31071,232,2020-12-12
Thamizh Vision TV,51,42468,833,50949,999,8481,166,11800,231,2020-12-12
kalaignar,32,43520,1360,63968,1999,20448,639,8968,280,2020-12-12
vaigai tv,22,13860,630,21978,999,8118,369,4080,185,2020-12-12
Tamil TV,22,29920,1360,43978,1999,14058,639,4831,220,2020-12-12
Our Website,12,8119,677,12988,1082,4869,406,1788,149,2020-12-12
RTO - Reorder,1,551,551,999,999,448,448,199,199,2020-12-12
Total,1831,1614836,882,2475969,1352,861133,470,401489,219,2020-12-12
music zone TAMIL,939,1140100,1214,1607861,1712,467761,498,213446,227,2020-12-13
Murasu TV,482,321897,668,544218,1129,222321,461,101482,211,2020-12-13
K tv,448,326240,728,556552,1242,230312,514,102715,229,2020-12-13
7s Music,93,69607,748,111907,1203,42300,455,18212,196,2020-12-13
Puthu Yugam TV,70,42700,610,69930,999,27230,389,15383,220,2020-12-13
kalaignar,49,29890,610,48951,999,19061,389,11602,237,2020-12-13
Thamizh Vision TV,40,20800,520,31960,799,11160,279,7511,188,2020-12-13
vaigai tv,35,21440,613,35065,1002,13625,389,7416,212,2020-12-13
Tamil TV,32,16640,520,25568,799,8928,279,5770,180,2020-12-13
Our Website,16,14205,888,20684,1293,6479,405,2534,158,2020-12-13
Total,2204,2003519,909,3052696,1385,1049177,476,486071,221,2020-12-13
music zone TAMIL,663,598302,902,914837,1380,316535,477,143264,216,2020-12-14
K tv,270,233920,866,374830,1388,140910,522,62688,232,2020-12-14
Murasu TV,249,208055,836,320251,1286,112196,451,51817,208,2020-12-14
7s Music,68,50485,742,82932,1220,32447,477,15984,235,2020-12-14
Thamizh Vision TV,30,40800,1360,59970,1999,19170,639,8470,282,2020-12-14
vaigai tv,26,13383,515,25974,999,12591,484,5527,213,2020-12-14
kalaignar,25,33000,1320,49975,1999,16975,679,6425,257,2020-12-14
Tamil TV,21,13125,625,20979,999,7854,374,4379,209,2020-12-14
Our Website,7,4948,707,7993,1142,3045,435,1043,149,2020-12-14
RTO - Reorder,2,2169,1085,2998,1499,829,415,398,199,2020-12-14
Total,1361,1198187,880,1860739,1367,662552,487,299995,220,2020-12-14
music zone TAMIL,785,718996,916,1074315,1369,355319,453,168400,215,2020-12-15
Murasu TV,365,259610,711,420035,1151,160426,440,73713,202,2020-12-15
K tv,339,223973,661,398161,1175,174188,514,78668,232,2020-12-15
Thamizh Vision TV,36,50668,1407,60364,1677,9696,269,8314,231,2020-12-15
kalaignar,23,12679,551,22977,999,10298,448,5627,245,2020-12-15
Tamil TV,23,14950,650,18377,799,3427,149,3480,151,2020-12-15
7s Music,21,19404,924,31479,1499,12075,575,5030,240,2020-12-15
vaigai tv,16,10000,625,15984,999,5984,374,3286,205,2020-12-15
Our Website,13,10375,798,16487,1268,6112,470,1540,118,2020-12-15
RTO - Reorder,1,410,410,999,999,589,589,0,0,2020-12-15
YOUTUBE,1,410,410,999,999,589,589,299,299,2020-12-15
Total,1623,1321475,814,2060177,1269,738702,455,348357,215,2020-12-15
music zone TAMIL,1008,927305,920,1396592,1386,469287,466,209041,207,2020-12-16
Murasu TV,409,378888,926,566091,1384,187203,458,87308,213,2020-12-16
K tv,328,247335,754,410672,1252,163338,498,75778,231,2020-12-16
7s Music,84,60474,720,97416,1160,36942,440,17024,203,2020-12-16
kalaignar,64,40000,625,63936,999,23936,374,13989,219,2020-12-16
vaigai tv,32,19019,594,31968,999,12949,405,7219,226,2020-12-16
Tamil TV,20,27200,1360,39980,1999,12780,639,4981,249,2020-12-16
Thamizh Vision TV,17,15642,920,24983,1470,9341,549,3085,181,2020-12-16
Our Website,6,4520,753,7494,1249,2974,496,894,149,2020-12-16
Total,1968,1720383,874,2639132,1341,918749,467,419319,213,2020-12-16
music zone TAMIL,1032,924829,896,1403768,1360,478939,464,224360,217,2020-12-17
K tv,407,303718,746,522593,1284,218875,538,95004,233,2020-12-17
Murasu TV,402,286512,713,483798,1203,197286,491,84516,210,2020-12-17
7s Music,73,63905,875,92927,1273,29022,398,17280,237,2020-12-17
kalaignar,34,31416,924,50966,1499,19550,575,7417,218,2020-12-17
Thamizh Vision TV,34,46240,1360,67966,1999,21726,639,8469,249,2020-12-17
vaigai tv,29,17690,610,28971,999,11281,389,6122,211,2020-12-17
Tamil TV,12,14364,1197,19188,1599,4824,402,2738,228,2020-12-17
Our Website,4,6265,1566,8096,2024,1831,458,596,149,2020-12-17
RTO - Reorder,3,2654,885,3797,1266,1143,381,547,182,2020-12-17
Total,2030,1697593,836,2682070,1321,984477,485,447049,220,2020-12-17
music zone TAMIL,894,833713,933,1270206,1421,436493,488,195331,218,2020-12-18
Murasu TV,364,281632,774,442636,1216,161004,442,82797,227,2020-12-18
K tv,360,689006,1914,878640,2441,189634,527,88496,246,2020-12-18
7s Music,83,47230,569,73717,888,26487,319,15719,189,2020-12-18
Thamizh Vision TV,54,28080,520,43146,799,15066,279,9649,179,2020-12-18
kalaignar,34,44800,1318,67966,1999,23166,681,9216,271,2020-12-18
vaigai tv,31,18431,595,30969,999,12538,404,6870,222,2020-12-18
Our Website,12,11214,934,16988,1416,5775,481,1788,149,2020-12-18
Tamil TV,8,5000,625,7992,999,2992,374,1693,212,2020-12-18
RTO - Reorder,1,1539,1539,1999,1999,460,460,299,299,2020-12-18
YOUTUBE,1,588,588,999,999,411,411,99,99,2020-12-18
Total,1842,1961233,1065,2835258,1539,874025,474,411957,224,2020-12-18
music zone TAMIL,956,970351,1015,1429744,1496,459393,481,219032,229,2020-12-19
Murasu TV,290,209094,721,339210,1170,130117,449,65777,227,2020-12-19
K tv,155,142891,922,231845,1496,88954,574,37449,242,2020-12-19
7s Music,93,57120,614,92907,999,35787,385,22610,243,2020-12-19
kalaignar,37,22570,610,36963,999,14393,389,8513,230,2020-12-19
vaigai tv,29,18270,630,28971,999,10701,369,6671,230,2020-12-19
Thamizh Vision TV,27,26392,977,30973,1147,4581,170,7173,266,2020-12-19
Tamil TV,16,12575,786,15184,949,2609,163,3135,196,2020-12-19
Our Website,6,3951,659,6494,1082,2543,424,894,149,2020-12-19
RTO - Reorder,1,625,625,999,999,374,374,199,199,2020-12-19
Total,1610,1463839,909,2213290,1375,749451,465,371453,231,2020-12-19
music zone TAMIL,967,893605,924,1353233,1399,459628,475,219071,227,2020-12-20
Murasu TV,528,398095,754,620472,1175,222378,421,123542,234,2020-12-20
K tv,172,582924,3389,687828,3999,104904,610,49031,285,2020-12-20
7s Music,94,54919,584,93906,999,38987,415,23308,248,2020-12-20
Puthu Yugam TV,52,32760,630,51948,999,19188,369,10952,211,2020-12-20
Tamil TV,37,23310,630,36963,999,13653,369,6917,187,2020-12-20
kalaignar,34,42500,1250,67966,1999,25466,749,9216,271,2020-12-20
Thamizh Vision TV,29,17680,610,28971,999,11291,389,6672,230,2020-12-20
vaigai tv,26,15860,610,25974,999,10114,389,6224,239,2020-12-20
Our Website,12,8703,725,13988,1166,5285,440,1788,149,2020-12-20
Total,1951,2070356,1061,2981249,1528,910893,467,456721,234,2020-12-20
music zone TAMIL,825,788656,956,1184275,1435,395619,480,190853,231,2020-12-21
K tv,301,317544,1055,503199,1672,185655,617,77353,257,2020-12-21
Murasu TV,294,197612,672,339206,1154,141594,482,66164,225,2020-12-21
7s Music,102,63768,625,101098,991,37330,366,22755,223,2020-12-21
kalaignar,53,29216,551,52947,999,23731,448,12899,243,2020-12-21
Thamizh Vision TV,23,66475,2890,82977,3608,16502,717,6177,269,2020-12-21
vaigai tv,23,13685,595,22977,999,9292,404,5029,219,2020-12-21
Our Website,17,10372,610,17983,1058,7611,448,2533,149,2020-12-21
Tamil TV,9,12240,1360,17991,1999,5751,639,2142,238,2020-12-21
